dataset,backbone,condition,split_seed,finding,subgroup,metric,value
NIH,densenet121-res224-all,condition_1_original,2006902500,Infiltration,sex_gap:female-minus-male,fnr,0.07073192963266794
NIH,densenet121-res224-all,condition_1_original,2006902500,Pneumothorax,sex:female,fnr,0.3793103448275862
NIH,densenet121-res224-all,condition_1_original,2006902500,Pneumothorax,sex:male,fnr,0.2857142857142857
NIH,densenet121-res224-all,condition_1_original,2006902500,Pneumothorax,sex_gap:female-minus-male,fnr,0.09359605911330049
NIH,densenet121-res224-all,condition_1_original,2006902500,Edema,sex:female,fnr,0.3
NIH,densenet121-res224-all,condition_1_original,2006902500,Edema,sex:male,fnr,0.75
NIH,densenet121-res224-all,condition_1_original,2006902500,Edema,sex_gap:female-minus-male,fnr,-0.45
NIH,densenet121-res224-all,condition_1_original,2006902500,Emphysema,sex:female,fnr,0.09523809523809523
NIH,densenet121-res224-all,condition_1_original,2006902500,Emphysema,sex:male,fnr,0.10344827586206896
NIH,densenet121-res224-all,condition_1_original,2006902500,Emphysema,sex_gap:female-minus-male,fnr,-0.008210180623973731
NIH,densenet121-res224-all,condition_1_original,2006902500,Fibrosis,sex:female,fnr,0.3333333333333333
NIH,densenet121-res224-all,condition_1_original,2006902500,Fibrosis,sex:male,fnr,0.45901639344262296
NIH,densenet121-res224-all,condition_1_original,2006902500,Fibrosis,sex_gap:female-minus-male,fnr,-0.12568306010928965
NIH,densenet121-res224-all,condition_1_original,2006902500,Effusion,sex:female,fnr,0.30708661417322836
NIH,densenet121-res224-all,condition_1_original,2006902500,Effusion,sex:male,fnr,0.3401360544217687
NIH,densenet121-res224-all,condition_1_original,2006902500,Effusion,sex_gap:female-minus-male,fnr,-0.03304944024854034
NIH,densenet121-res224-all,condition_1_original,2006902500,Pneumonia,sex:female,fnr,0.8571428571428571
NIH,densenet121-res224-all,condition_1_original,2006902500,Pneumonia,sex:male,fnr,0.6176470588235294
NIH,densenet121-res224-all,condition_1_original,2006902500,Pneumonia,sex_gap:female-minus-male,fnr,0.23949579831932766
NIH,densenet121-res224-all,condition_1_original,2006902500,Pleural_Thickening,sex:female,fnr,0.5070422535211268
NIH,densenet121-res224-all,condition_1_original,2006902500,Pleural_Thickening,sex:male,fnr,0.5353535353535354
NIH,densenet121-res224-all,condition_1_original,2006902500,Pleural_Thickening,sex_gap:female-minus-male,fnr,-0.028311281832408608
NIH,densenet121-res224-all,condition_1_original,2006902500,Cardiomegaly,sex:female,fnr,0.21978021978021978
NIH,densenet121-res224-all,condition_1_original,2006902500,Cardiomegaly,sex:male,fnr,0.21428571428571427
NIH,densenet121-res224-all,condition_1_original,2006902500,Cardiomegaly,sex_gap:female-minus-male,fnr,0.005494505494505503
NIH,densenet121-res224-all,condition_1_original,2006902500,Nodule,sex:female,fnr,0.7022900763358778
NIH,densenet121-res224-all,condition_1_original,2006902500,Nodule,sex:male,fnr,0.6051282051282051
NIH,densenet121-res224-all,condition_1_original,2006902500,Nodule,sex_gap:female-minus-male,fnr,0.09716187120767272
NIH,densenet121-res224-all,condition_1_original,2006902500,Mass,sex:female,fnr,0.3829787234042553
NIH,densenet121-res224-all,condition_1_original,2006902500,Mass,sex:male,fnr,0.3246753246753247
NIH,densenet121-res224-all,condition_1_original,2006902500,Mass,sex_gap:female-minus-male,fnr,0.058303398728930644
NIH,densenet121-res224-all,condition_1_original,2006902500,Hernia,sex:female,fnr,0.3333333333333333
