dataset,backbone,condition,split_seed,finding,subgroup,metric,value,ci_lower,ci_upper
NIH,densenet121-res224-all,condition_1_original,2748406118,Hernia,sex:female,fnr,0.2,0.0,0.5
NIH,densenet121-res224-all,condition_1_original,2748406118,Hernia,sex:male,fnr,0.41379310344827586,0.14285714285714285,0.6666666666666666
NIH,densenet121-res224-all,condition_1_original,2748406118,Hernia,sex_gap:female-minus-male,fnr,-0.21379310344827585,-0.5642263986013986,0.19645732689210968
NIH,densenet121-res224-all,condition_1_original,2748406118,NIH_14_pooled,sex:female,fnr,0.3261872859907697,0.30016632282620864,0.35312662221050567
NIH,densenet121-res224-all,condition_1_original,2748406118,NIH_14_pooled,sex:male,fnr,0.28754134509371554,0.2652203251126128,0.31144767614868324
NIH,densenet121-res224-all,condition_1_original,2748406118,NIH_14_pooled,sex_gap:female-minus-male,fnr,0.03864594089705414,0.0030462653047875063,0.07365092588422531
NIH,densenet121-res224-all,condition_1_original,1569714665,Atelectasis,sex:female,fnr,0.23692992213570635,0.19913870421650953,0.2755371064011206
NIH,densenet121-res224-all,condition_1_original,1569714665,Atelectasis,sex:male,fnr,0.218304576144036,0.18745815241275363,0.24979368611771646
NIH,densenet121-res224-all,condition_1_original,1569714665,Atelectasis,sex_gap:female-minus-male,fnr,0.018625345991670345,-0.029399996575092124,0.06535151779558944
NIH,densenet121-res224-all,condition_1_original,1569714665,Consolidation,sex:female,fnr,0.21465968586387435,0.16764758497316637,0.26434040482678084
NIH,densenet121-res224-all,condition_1_original,1569714665,Consolidation,sex:male,fnr,0.2260536398467433,0.18251071459809326,0.27883209009799614
NIH,densenet121-res224-all,condition_1_original,1569714665,Consolidation,sex_gap:female-minus-male,fnr,-0.011393953982868937,-0.08349194147340887,0.05794413579050974
NIH,densenet121-res224-all,condition_1_original,1569714665,Infiltration,sex:female,fnr,0.5233415233415234,0.47908855572459147,0.5673294435340773
NIH,densenet121-res224-all,condition_1_original,1569714665,Infiltration,sex:male,fnr,0.47289293849658315,0.4306927397871999,0.5185234699940582
NIH,densenet121-res224-all,condition_1_original,1569714665,Infiltration,sex_gap:female-minus-male,fnr,0.05044858484494025,-0.012985446202441268,0.11494222083405256
NIH,densenet121-res224-all,condition_1_original,1569714665,Pneumothorax,sex:female,fnr,0.22612085769980506,0.17773284026747846,0.2782258956214064
NIH,densenet121-res224-all,condition_1_original,1569714665,Pneumothorax,sex:male,fnr,0.12280701754385964,0.08057047013252325,0.17903219845364635
NIH,densenet121-res224-all,condition_1_original,1569714665,Pneumothorax,sex_gap:female-minus-male,fnr,0.10331384015594541,0.027864142587749417,0.16800277109095121
NIH,densenet121-res224-all,condition_1_original,1569714665,Edema,sex:female,fnr,0.12334801762114538,0.07883766326676614,0.17512329210122077
NIH,densenet121-res224-all,condition_1_original,1569714665,Edema,sex:male,fnr,0.14096916299559473,0.0940078037904125,0.2010589199447895
NIH,densenet121-res224-all,condition_1_original,1569714665,Edema,sex_gap:female-minus-male,fnr,-0.01762114537444935,-0.09791106815680772,0.04916849944709383
